match_id,game_duration,blue_top_champion,blue_jungle_champion,blue_mid_champion,blue_adc_champion,blue_support_champion,blue_num_tanks,blue_num_fighters,blue_num_mages,blue_num_marksmans,blue_num_controllers,red_top_champion,red_jungle_champion,red_mid_champion,red_adc_champion,red_support_champion,red_num_tanks,red_num_fighters,red_num_mages,red_num_marksmans,red_num_controllers,gold_diff_5,xp_diff_5,cs_diff_5,kills_diff_5,dragon_diff_5,herald_diff_5,tower_diff_5,wards_placed_diff_5,wards_killed_diff_5,gold_diff_10,xp_diff_10,cs_diff_10,kills_diff_10,dragon_diff_10,herald_diff_10,tower_diff_10,wards_placed_diff_10,wards_killed_diff_10,gold_diff_15,xp_diff_15,cs_diff_15,kills_diff_15,dragon_diff_15,herald_diff_15,tower_diff_15,wards_placed_diff_15,wards_killed_diff_15,gold_lead_gt_1500_10,kill_lead_gt_3_10,tower_lead_gt_1_10,double_objective_10,wards_lead_gt_5_10,first_blood_blue,first_tower_blue,first_dragon_blue,first_herald_blue,first_tower_time,first_dragon_time,first_herald_time,first_blood_time,blue_wins,processed_at
LA1_1705713787,47.43333333333333,Darius,Briar,Vex,Kaisa,Lulu,0,2,1,1,1,Heimerdinger,MonkeyKing,Malphite,Draven,Nami,1,1,1,1,1,239,-155,-14,1,0,0,0,0,-1,-129,-395,-25,1,-1,0,0,0,0,-136,-1594,-32,1,-2,0,0,-1,-2,0,0,0,0,0,1,0,0,0,860.766,493.201,940.357,122.938,0,
LA1_1705730109,27.95,Yorick,Shyvana,Malphite,Kaisa,Lux,1,2,1,1,0,Sett,Warwick,Swain,Vayne,Seraphine,0,2,1,1,1,-1327,-356,-20,-2,0,0,0,-92,0,-2039,-788,-15,-5,-1,0,0,-26,0,-4480,-1829,-3,-12,-2,0,0,-33,-2,0,0,0,0,0,0,1,0,1,896.046,372.298,1035.04,182.701,0,
LA1_1705934961,20.483333333333334,AurelionSol,Chogath,Leblanc,Caitlyn,Alistar,2,0,2,1,0,Jax,RekSai,Kassadin,Smolder,Karma,0,2,1,1,1,1139,283,7,2,0,0,0,1,0,-1087,-763,15,-4,-1,0,0,1,3,-1843,-1487,6,-7,-1,0,0,3,2,0,0,0,0,0,1,0,0,1,951.268,445.253,962.338,184.486,0,
LA1_1705948075,27.516666666666666,Kayn,RekSai,Sylas,Jhin,Nami,0,2,1,1,1,Yone,FiddleSticks,Malzahar,Ashe,Thresh,0,1,2,1,1,59,396,-7,0,0,0,0,0,0,-1037,-712,-33,-2,-1,0,0,6,-2,-2780,-411,-46,-5,-2,0,-1,13,-1,0,0,0,0,1,0,0,0,0,695.851,404.615,955.578,95.699,1,
LA1_1706174946,25.216666666666665,Malphite,JarvanIV,Lux,Jinx,Pyke,2,0,1,1,1,Kled,Vi,Fizz,Yunara,Pantheon,0,4,1,0,0,-1317,-884,-19,-2,0,0,0,-2,0,-2879,-1312,-24,-3,0,0,0,-2,1,-5048,-2552,-40,-7,0,0,-1,-15,0,0,0,0,0,0,1,0,0,1,749.021,898.188,1114.766,99.098,0,
LA1_1706183464,40.03333333333333,Malphite,Shyvana,Vex,Senna,Karma,1,1,1,1,1,Tryndamere,Volibear,Ekko,Lucian,Milio,0,3,0,1,1,352,102,-8,1,0,0,0,-4,0,140,636,-1,1,-1,0,0,-6,-1,1826,1235,13,4,0,0,0,-10,-1,0,0,0,0,0,1,1,0,1,970.225,399.925,943.022,144.474,0,
LA1_1706191172,38.13333333333333,Kled,Vi,Malphite,Draven,Seraphine,1,2,0,1,1,Yasuo,Kayn,Ekko,Yunara,Lux,0,3,2,0,0,-714,-819,-29,-1,0,0,0,-1,-1,1761,468,-20,3,-1,0,0,-2,-2,3462,983,-50,5,-1,0,0,-5,0,1,0,0,0,0,0,1,0,1,882.097,527.621,965.959,60.258,1,
LA1_1707040143,35.65,Illaoi,Warwick,Anivia,Vayne,Mel,0,2,2,1,0,Garen,Nocturne,Diana,Jhin,Zyra,0,3,0,1,1,922,735,4,2,0,0,0,54,-5,3345,3542,29,8,0,0,0,162,-14,4201,4836,69,11,0,0,0,198,-15,1,1,0,0,1,1,0,0,0,790.232,879.601,1018.562,110.58,1,
LA1_1707330000,52.95,Gangplank,Khazix,Chogath,Ashe,Mel,1,2,1,1,0,Gwen,Briar,Annie,Vayne,Morgana,0,2,1,1,1,435,-339,-11,1,0,0,0,-2,0,2601,1478,13,5,0,0,0,-9,2,5307,3921,57,7,1,0,0,-13,9,1,1,0,0,0,1,1,1,1,918.069,689.596,997.463,140.302,1,
LA1_1707348895,34.0,Garen,Rammus,Shaco,Veigar,Jinx,1,2,1,1,0,Vayne,Shyvana,Yasuo,Ashe,Morgana,0,2,0,2,1,260,461,-4,1,0,0,0,0,0,1868,1574,-23,5,-1,0,0,2,-2,2923,901,-35,7,0,0,1,7,-4,1,1,0,0,0,1,1,0,1,759.707,332.04,936.789,82.567,0,
LA1_1707459996,26.65,Teemo,DrMundo,Yasuo,Ashe,Milio,1,1,0,2,1,KSante,Nasus,Vladimir,Caitlyn,Brand,1,1,2,1,0,-1555,-779,-24,-3,0,0,0,1,-1,-3154,-1159,-24,-6,0,0,0,8,-2,-5987,-4782,-76,-8,1,0,0,19,-3,0,0,0,0,1,0,0,1,0,863.357,644.388,924.761,147.074,0,
LA1_1707466066,34.083333333333336,Malphite,Ekko,Lux,Kaisa,Pantheon,1,2,1,1,0,Shen,Shyvana,Darius,Smolder,Mel,1,2,1,1,0,1413,602,-7,4,0,0,0,-8,0,255,-109,-11,1,-1,0,0,-20,-1,2739,3068,5,5,-1,0,0,-31,-3,0,0,0,0,0,1,0,0,1,939.557,359.857,1026.412,83.748,0,
LA1_1707908080,33.75,Kayle,Pantheon,Xerath,Caitlyn,Braum,0,2,1,1,1,Malphite,Shyvana,Lissandra,Xayah,Rakan,1,1,1,1,1,-319,142,-4,0,0,0,0,2,0,802,925,-4,4,0,0,0,1,1,-384,-276,-17,1,-1,0,0,4,0,0,1,0,0,0,0,0,0,0,894.9,696.529,1171.547,76.861,1,
LA1_1707931605,29.3,Renekton,Gwen,Malzahar,Ezreal,Seraphine,0,2,1,1,1,Olaf,Nocturne,Galio,Jhin,Lux,1,2,1,1,0,-504,-487,2,-1,0,0,0,-4,0,-707,235,16,-2,-1,0,0,-11,2,-3801,-3035,-22,-4,-1,0,-2,-21,-2,0,0,0,0,0,0,0,0,0,734.421,464.646,1185.218,173.04,0,
LA1_1708407029,40.38333333333333,Garen,MasterYi,Malphite,Vayne,Lux,1,2,1,1,0,Mordekaiser,Nocturne,Naafiri,Ezreal,Senna,0,3,0,2,0,-442,-936,-28,0,0,0,0,-1,-1,-800,-484,-39,2,1,0,0,3,0,-2019,-1364,-70,3,0,0,-1,-6,-1,0,0,0,0,0,0,0,1,1,828.253,381.557,963.678,146.071,1,
LA1_1708637958,30.45,Rumble,JarvanIV,Lux,Lucian,Leona,2,1,1,1,0,Garen,Malphite,TwistedFate,Vayne,Nami,1,1,1,1,1,-553,-554,2,-1,0,0,0,4,0,-533,-1141,-13,0,1,0,0,5,-3,560,-117,-16,3,2,0,0,7,-4,0,0,0,0,0,0,0,1,1,880.499,353.368,923.196,140.999,1,
LA1_1708680595,25.916666666666668,Sett,Nunu,Orianna,Tristana,Lux,1,1,2,1,0,DrMundo,Volibear,Aphelios,MissFortune,Swain,1,1,1,2,0,49,-790,-6,0,0,0,0,-1,1,2371,1384,10,5,1,0,0,0,1,7026,6187,64,12,2,0,1,0,0,1,1,0,0,0,1,1,1,1,834.03,346.229,987.317,136.639,1,
LA1_1709110461,39.6,Sion,Shaco,Cassiopeia,Ashe,Seraphine,1,1,1,1,1,Chogath,Olaf,Xerath,Yunara,Sona,1,1,2,0,1,1513,501,13,3,0,0,0,-1,0,-703,-588,23,-1,1,0,0,-5,0,-3612,-4388,-3,-8,0,0,0,-5,-1,0,0,0,0,0,1,0,1,1,924.716,350.95,971.509,76.121,0,
LA1_1709159607,35.68333333333333,Fiora,Rammus,Yasuo,Jinx,Morgana,1,2,0,1,1,Mordekaiser,Olaf,Ziggs,Caitlyn,Nautilus,1,2,1,1,0,270,-235,-6,1,0,0,0,1,0,1513,-1042,7,3,1,0,0,-2,1,2939,1269,23,7,1,0,0,9,3,1,0,0,0,0,0,1,1,1,879.006,459.034,997.859,77.628,1,
LA1_1709292114,25.783333333333335,Malphite,Vi,Galio,Zeri,Seraphine,2,1,0,1,1,Jhin,Viego,Fizz,Ezreal,Pyke,0,2,0,2,1,-1851,-1552,-37,-3,0,0,0,-2,0,-4524,-3235,-87,-7,-1,0,0,-15,0,-6656,-2633,-100,-11,-2,0,-1,-24,-1,0,0,0,0,0,0,0,0,0,709.15,431.962,947.57,133.807,0,
LA1_1709781084,33.6,Jayce,Mordekaiser,Veigar,MissFortune,Seraphine,0,2,1,1,1,Warwick,Shaco,Viktor,Yasuo,Syndra,0,3,2,0,0,-489,-320,-7,-1,0,0,0,-24,0,-2547,-1843,-27,-5,1,0,0,-70,0,-4270,-3117,-50,-6,0,0,-1,-156,-5,0,0,0,0,0,0,0,1,0,768.025,355.883,1022.888,160.947,1,
LA1_1709795438,32.03333333333333,Trundle,Evelynn,Zed,Jhin,Blitzcrank,1,2,1,1,0,Sett,Warwick,Orianna,Tristana,Veigar,0,2,2,1,0,-304,-820,-21,1,0,0,0,-86,0,716,435,-22,5,-1,0,0,-184,-2,3160,2584,-8,12,0,0,1,-226,1,0,1,0,0,0,1,1,0,1,793.004,434.649,1133.738,58.232,1,
LA1_1710086254,42.016666666666666,Tristana,Shyvana,Smolder,Jinx,Shaco,0,2,0,3,0,Jhin,Gwen,Morgana,Leblanc,Lucian,0,1,1,2,1,-28,156,-17,1,0,0,0,0,1,896,1068,-22,3,1,0,0,-10,1,2379,3366,17,2,2,0,1,-15,2,0,0,0,0,0,0,0,1,1,697.686,387.268,1044.501,79.362,1,
LA1_1710268966,26.55,Darius,Naafiri,Senna,Jhin,Rakan,0,2,0,2,1,Kayle,Kayn,Irelia,Ziggs,Karma,0,3,1,0,1,795,631,-2,1,0,0,0,0,0,-565,-1653,-28,-2,0,0,0,2,1,-3036,-3698,-94,-5,0,0,0,2,0,0,0,0,0,0,1,0,0,0,862.889,1006.3,1185.228,118.129,0,
LA1_1710285956,36.05,Udyr,Hecarim,Viktor,Kaisa,Thresh,0,2,1,1,1,Chogath,Ambessa,Yone,Samira,Nautilus,2,2,0,1,0,-734,-40,12,-2,0,0,0,-2,0,864,808,19,0,-1,0,0,-2,0,3596,5054,55,4,-1,0,0,2,-5,0,0,0,0,0,1,1,0,1,973.715,359.223,1073.326,79.138,1,
LA1_1710469255,30.25,Zaahen,Nunu,Malzahar,Caitlyn,Zyra,1,0,2,1,1,Singed,Graves,Akali,Jhin,Morgana,1,0,1,2,1,932,188,-7,3,0,0,0,21,0,-613,-77,-9,-1,-1,0,0,61,-3,-1594,762,-2,-3,-2,0,0,88,-5,0,0,0,0,1,1,1,0,0,966.626,440.603,936.103,108.493,0,
LA1_1710479654,16.2,Sett,FiddleSticks,Veigar,Caitlyn,Lux,0,1,3,1,0,Garen,Shyvana,Yasuo,Corki,TahmKench,1,3,0,1,0,102,-455,-1,0,0,0,0,-4,0,-2238,-1543,-16,-5,-1,0,0,-4,-2,-4638,-3852,-37,-9,-2,0,-1,-3,-3,0,0,0,0,0,0,0,0,0,697.535,365.644,,105.149,0,
LA1_1710488768,28.85,Gangplank,Jax,Yunara,Draven,Leona,1,2,1,1,0,Mordekaiser,Volibear,Zoe,Twitch,Morgana,0,2,1,1,1,903,19,13,1,0,0,0,3,1,1538,41,33,1,-1,0,0,-3,1,3042,1016,74,-1,-2,0,0,-10,-1,1,0,0,0,0,1,1,0,1,891.401,461.155,961.046,56.043,1,
LA1_1710533785,27.733333333333334,Tryndamere,Sejuani,Vladimir,Smolder,Taric,1,1,1,1,1,Riven,Udyr,Malzahar,Jhin,Swain,0,2,2,1,0,-271,-657,7,-1,0,0,0,-3,0,-821,-1568,-25,-1,-1,0,0,-11,1,-2497,-2957,-26,-3,-2,0,-1,-24,3,0,0,0,0,0,1,0,0,0,763.387,330.203,994.574,97.876,0,
LA1_1710537413,38.78333333333333,Nasus,Diana,Yasuo,Twitch,Nautilus,1,3,0,1,0,Heimerdinger,RekSai,Galio,Xayah,Brand,1,1,2,1,0,-602,4,-4,-1,0,0,0,0,0,-2214,-677,-7,-4,1,0,0,2,-1,-4676,-3205,-18,-11,1,0,0,3,-2,0,0,0,0,0,0,0,1,1,887.955,377.331,932.866,127.754,1,
LA1_1710550137,36.68333333333333,Aatrox,Vi,Yasuo,Jhin,Lux,0,3,1,1,0,Heimerdinger,Rengar,Pantheon,Zoe,Kaisa,0,2,2,1,0,-389,-206,0,-1,0,0,0,4,0,-410,-915,-22,1,1,0,0,5,-2,1615,1703,-11,5,1,0,0,6,-4,0,0,0,0,0,0,1,1,1,901.961,478.538,951.259,111.31,0,
LA1_1710564329,40.9,Quinn,Jax,Malzahar,Smolder,Leona,1,1,1,2,0,Olaf,Teemo,Diana,Jinx,Milio,0,2,0,2,1,-488,-475,-4,-1,0,0,0,-4,0,748,475,27,0,-1,0,0,-9,-1,-111,52,31,-1,0,0,0,-22,-2,0,0,0,0,0,0,0,0,1,908.299,333.997,925.451,173.455,1,
LA1_1710580690,28.85,Sett,Ekko,AurelionSol,Jinx,Lux,0,2,2,1,0,TahmKench,Shyvana,Lissandra,Twitch,LeeSin,1,2,1,1,0,381,-14,-7,1,0,0,0,3,0,-690,-1806,-17,0,-1,0,0,-1,2,-1529,-4329,-45,-1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,950.169,352.609,979.431,216.236,0,
LA1_1710604096,31.65,Riven,Jax,Zilean,Yunara,Thresh,0,2,1,0,2,Darius,Warwick,Fizz,Caitlyn,Zyra,0,3,0,1,1,-85,-269,-19,1,0,0,0,-51,0,-1020,-64,-27,0,-1,0,0,-237,1,-3205,-377,-26,-3,-2,0,-1,-381,2,0,0,0,0,0,1,0,0,0,673.853,386.974,987.359,46.654,0,
LA1_1710690516,34.43333333333333,Vladimir,Belveth,Ahri,MissFortune,Karma,0,1,2,1,1,Olaf,Warwick,Seraphine,Jhin,Nautilus,1,2,0,1,1,-308,-752,-14,0,0,0,0,-81,-1,-84,-1195,-33,1,-1,0,0,-156,-2,1606,176,-39,7,0,0,0,-306,-2,0,0,0,0,0,0,1,0,1,1015.798,369.705,981.931,294.869,1,
LA1_1710700121,45.5,Riven,Shen,Sylas,Caitlyn,Pyke,1,1,1,1,1,Zaahen,Shaco,Veigar,Smolder,Lux,0,1,3,1,0,311,499,8,1,0,0,0,11,0,89,1354,26,1,0,0,0,31,0,-385,3765,37,3,-1,0,-1,47,0,0,0,0,0,1,1,0,0,0,770.028,720.842,1185.064,94.089,1,
LA1_1710711143,30.15,Riven,Volibear,Leblanc,Ashe,Rell,1,2,1,1,0,Ornn,Nocturne,Zed,Smolder,Velkoz,1,2,1,1,0,47,-344,-2,0,0,0,0,-2,1,-1601,-1057,1,-3,1,0,0,-4,1,-1153,378,8,-2,0,0,0,-8,-2,0,0,0,0,0,0,0,1,1,1066.333,396.403,1033.283,258.651,0,
LA1_1710748654,32.516666666666666,Yorick,Graves,Anivia,Smolder,Thresh,0,1,1,2,1,Darius,Jax,Irelia,Caitlyn,Xerath,0,3,1,1,0,1288,439,-13,4,0,0,0,22,0,1775,204,-38,7,0,0,0,44,0,1211,2019,-46,8,-1,0,0,99,1,1,1,0,0,1,1,1,0,1,1048.309,631.191,939.412,131.661,1,
LA1_1710802865,28.666666666666668,Akali,Trundle,Ekko,Sivir,Bard,0,2,1,1,1,Fiora,Vi,Vladimir,Jhin,Morgana,0,2,1,1,1,-1180,-372,-12,-3,0,0,0,8,0,-3106,-2236,-50,-7,-1,0,0,15,-1,-3745,-2118,-43,-10,-2,0,0,20,1,0,0,0,0,1,0,0,0,0,880.39,350.734,1004.63,53.952,0,
LA1_1710821484,45.45,Malphite,Shen,Hwei,Smolder,Zyra,2,0,1,1,1,Ambessa,MasterYi,Veigar,Caitlyn,Bard,0,2,1,1,1,614,-80,8,1,0,0,0,35,0,1694,597,30,3,-1,0,0,97,1,1875,608,53,4,0,0,0,147,4,1,0,0,0,1,1,0,0,1,975.519,390.373,941.189,187.318,0,
LA1_1711139957,31.216666666666665,Vayne,MasterYi,Fizz,Twitch,Pantheon,0,3,0,2,0,Yasuo,Volibear,Vladimir,Lucian,Maokai,1,2,1,1,0,-295,19,-14,0,0,0,0,-3,0,-2310,-986,-53,-4,1,0,0,3,-1,-3213,-917,-82,-3,2,0,-2,-1,-6,0,0,0,0,0,0,0,1,0,745.132,367.147,980.291,141.889,1,
LA1_1711203404,25.183333333333334,Kayn,Belveth,Anivia,Samira,Leona,1,2,1,1,0,Jax,Warwick,Akali,Jhin,Nautilus,1,2,1,1,0,-46,247,21,-1,0,0,0,-56,0,1265,1156,30,1,0,0,0,-185,-1,1473,-1904,31,-4,1,0,1,-217,-2,0,0,0,0,0,0,1,1,0,808.731,699.939,925.26,67.669,1,
LA1_1711264161,34.766666666666666,Darius,Belveth,Akali,Xayah,Rakan,0,2,1,1,1,Jax,JarvanIV,Malzahar,Caitlyn,Nami,1,1,1,1,1,-1091,-241,7,-2,0,0,0,1,0,-2271,-1384,4,-5,1,0,0,-9,2,1452,2937,20,4,2,0,-1,-11,5,0,0,0,0,0,0,0,1,1,829.286,427.805,980.532,158.263,1,
LA1_1711296014,32.8,Fiora,MasterYi,Viego,Jhin,Brand,0,3,1,1,0,Nasus,Elise,Zilean,MissFortune,Swain,0,1,2,1,1,-162,721,19,-1,0,0,0,-1,0,369,-138,14,-1,0,0,0,7,-1,1507,117,52,0,1,0,-1,10,-2,0,0,0,0,1,1,0,1,0,802.126,741.707,1050.4,135.208,0,
LA1_1711305028,22.65,Renekton,XinZhao,Akali,Jinx,Blitzcrank,1,2,1,1,0,Teemo,RekSai,Malzahar,Corki,Swain,0,1,2,2,0,-422,-439,-3,0,0,0,0,-1,0,-51,-958,-5,-1,-1,0,0,-8,0,140,-142,-22,0,-2,0,0,-13,0,0,0,0,0,0,0,0,0,0,844.048,351.973,996.664,212.298,0,
LA1_1711331963,39.95,DrMundo,Nunu,Smolder,Jhin,Zilean,2,0,0,2,1,Malzahar,Shyvana,Lucian,Caitlyn,Milio,0,1,1,2,1,481,77,1,1,0,0,0,-4,1,-763,-1293,-18,-2,-1,0,0,0,1,-270,-1907,-42,-1,0,0,0,3,3,0,0,0,0,0,0,0,0,0,886.172,332.351,1185.192,101.811,1,
LA1_1711337909,27.616666666666667,Renekton,Graves,Yasuo,Jhin,Seraphine,0,2,0,2,1,Volibear,Evelynn,Akali,Sivir,Morgana,0,1,2,1,1,167,465,19,0,0,0,0,3,-1,2685,2414,53,4,-1,0,0,5,0,938,1754,54,2,-2,0,0,7,-1,1,1,0,0,0,0,1,0,0,852.006,441.539,959.648,101.468,1,
LA1_1711350929,32.11666666666667,Volibear,Mordekaiser,Swain,Caitlyn,Seraphine,0,2,1,1,1,Sion,Lillia,Irelia,Samira,Nami,1,1,1,1,1,192,145,5,1,0,0,0,-1,0,1829,810,14,3,-1,0,0,-2,1,589,513,11,3,0,0,0,-4,1,1,0,0,0,0,1,1,0,1,1056.843,366.692,963.776,133.493,1,
LA1_1711351754,25.716666666666665,Sett,Naafiri,Fizz,MissFortune,Mel,0,3,1,1,0,Olaf,Viego,Akali,Ashe,Swain,0,2,2,1,0,-181,265,12,-1,0,0,0,3,0,-1439,-2167,-12,-5,-1,0,0,3,-1,-1610,-2680,-21,-5,-2,0,-1,4,-6,0,0,0,0,0,0,0,0,0,688.23,402.508,1032.163,90.855,0,
LA1_1711364067,31.766666666666666,Sett,Warwick,Xerath,Caitlyn,Mel,0,2,2,1,0,Renekton,Amumu,Syndra,Jhin,Leona,2,1,1,1,0,361,310,-2,1,0,0,0,58,0,1310,1146,9,3,1,0,0,211,0,-2185,-2497,-9,-3,0,0,0,264,-1,0,0,0,0,1,0,0,1,0,955.959,410.164,973.136,88.007,0,
LA1_1711365401,28.7,Mordekaiser,XinZhao,Lux,Kaisa,Leona,1,2,1,1,0,Diana,Viego,Ziggs,Tristana,Swain,0,2,2,1,0,207,354,7,1,0,0,0,5,0,-2957,-2313,-58,-2,1,0,0,0,-1,-5129,-4574,-52,-6,0,0,-1,-2,0,0,0,0,0,0,0,0,1,1,833.421,393.37,941.514,163.41,0,
LA1_1711380015,31.733333333333334,Sett,FiddleSticks,Morgana,Smolder,Nautilus,1,1,1,1,1,Gwen,Warwick,Sion,Jhin,Lulu,1,2,0,1,1,-1188,-805,-7,-2,0,0,0,-103,0,-2670,-429,31,-7,-1,0,0,-149,-2,-706,2947,57,-4,-2,0,0,-240,-2,0,0,0,0,0,1,1,0,0,854.313,342.227,1111.154,159.843,1,
LA1_1711396001,24.883333333333333,Aatrox,Shyvana,Yasuo,Caitlyn,Braum,0,3,0,1,1,Darius,MasterYi,Yone,Senna,Brand,0,3,1,1,0,39,827,5,1,0,0,0,1,0,-2862,-1039,-46,-3,0,0,0,1,2,-6760,-5335,-83,-8,-1,0,-1,-2,1,0,0,0,0,0,0,0,0,0,817.803,565.636,1008.295,156.045,0,
LA1_1711397042,37.61666666666667,Urgot,Talon,Katarina,Kaisa,Seraphine,0,2,1,1,1,Garen,Graves,Veigar,Swain,Leona,1,1,2,1,0,-657,-132,5,-2,0,0,0,-1,0,-1311,-547,8,-4,-1,0,0,-5,1,490,-791,10,-2,0,0,0,-2,3,0,0,0,0,0,0,0,0,0,970.416,383.94,1036.07,118.694,0,
LA1_1711404636,24.766666666666666,Ornn,MasterYi,Viktor,Ashe,Nautilus,2,1,1,1,0,Shen,MonkeyKing,Ekko,Aphelios,Maokai,2,2,0,1,0,-5,81,-29,1,0,0,0,-10,0,2866,2034,-17,9,1,0,0,-31,1,6257,5299,25,15,2,0,2,-55,0,1,1,0,0,0,1,1,1,1,685.328,359.183,929.307,71.717,1,
LA1_1711409783,26.733333333333334,Tryndamere,Singed,Malzahar,Twitch,Lulu,1,1,1,1,1,Illaoi,Rammus,TwistedFate,Jhin,Seraphine,1,1,1,1,1,827,-166,-6,2,0,0,0,-15,6,-60,127,-12,1,0,0,0,-39,13,-2306,-1168,-8,-2,-1,0,-1,-66,23,0,0,0,0,0,1,0,0,1,776.152,632.267,1073.067,49.853,0,
LA1_1711414849,39.03333333333333,Volibear,Viego,Rumble,Caitlyn,Lux,0,3,1,1,0,Sett,Kayn,Katarina,Jhin,Xerath,0,2,2,1,0,-124,274,13,-1,0,0,0,0,1,572,1012,18,1,1,0,0,-5,2,1244,173,26,2,2,0,0,-19,4,0,0,0,0,0,1,1,1,1,765.345,373.147,975.779,116.567,1,
LA1_1711429302,37.13333333333333,Singed,Lillia,Xerath,Lucian,Lulu,1,0,2,1,1,Shyvana,Talon,Diana,Twitch,Lux,0,3,1,1,0,746,-60,4,2,0,0,0,-3,0,1730,868,3,4,-1,0,0,2,-2,325,-524,-1,2,-2,0,0,-5,-3,1,1,0,0,0,1,0,0,1,955.305,397.443,1016.641,78.201,0,
LA1_1711458646,30.966666666666665,Darius,Shen,Veigar,Jinx,Alistar,2,1,1,1,0,Sett,Jax,Naafiri,Varus,Rakan,0,3,0,1,1,221,-610,-5,0,0,0,0,11,0,-33,-575,-10,0,1,0,0,37,1,-3969,-5439,-42,-6,1,0,-2,56,0,0,0,0,0,1,1,0,1,1,672.865,531.912,1028.836,152.578,0,
LA1_1711510392,34.93333333333333,Camille,Shaco,Gangplank,Jinx,Swain,0,3,1,1,0,Gwen,Zaahen,Pantheon,Twitch,Sona,0,2,1,1,1,819,-418,-24,2,0,0,0,0,0,429,-410,-16,3,1,0,0,-1,-2,-1920,-2127,-39,0,0,0,0,7,-4,0,0,0,0,0,1,1,1,1,987.771,430.398,1092.296,151.141,0,
LA1_1711519560,37.483333333333334,Ambessa,Sylas,Galio,Jhin,Zyra,1,1,1,1,1,Sion,Jax,Yasuo,Kaisa,Sona,1,2,0,1,1,-89,-666,-21,1,0,0,0,26,0,1083,670,-23,4,-1,0,0,67,1,1346,735,-16,4,-2,0,0,107,2,0,1,0,0,1,0,0,0,1,996.05,338.379,1018.499,52.185,0,
LA1_1711522197,37.4,Gragas,Nunu,Lux,Draven,Brand,1,1,2,1,0,Ornn,Khazix,Akali,Twitch,Leona,2,1,1,1,0,-438,-175,-8,-1,0,0,0,-1,1,-129,257,4,0,1,0,0,-5,4,1834,2619,20,1,0,0,1,-7,4,0,0,0,0,0,0,1,1,1,789.793,358.5,940.639,46.942,0,
LA1_1711522935,23.3,Zaahen,Talon,Taliyah,Ashe,Lux,0,1,3,1,0,Sett,Nocturne,Veigar,Jhin,Malphite,1,2,1,1,0,-576,-232,-6,-1,0,0,0,-3,0,-2698,-2279,-50,-3,1,0,0,-10,0,-5669,-3869,-65,-7,0,0,-1,-17,2,0,0,0,0,0,0,0,1,0,726.285,389.192,948.687,156.347,0,
LA1_1711531597,33.55,Sylas,DrMundo,Veigar,Lucian,Nami,1,0,2,1,1,Illaoi,Viego,Syndra,Orianna,Shaco,0,3,2,0,0,350,-258,-32,3,0,0,0,-12,5,-743,-1016,-55,3,-1,0,0,-23,12,-5081,-4015,-101,-2,-2,0,-1,-45,16,0,0,0,0,0,1,0,0,0,794.514,410.48,940.284,92.864,0,
LA1_1711532711,35.68333333333333,Chogath,Nasus,Anivia,Smolder,TahmKench,2,1,1,1,0,Gnar,MasterYi,Veigar,Jinx,Thresh,0,2,1,1,1,-250,199,-14,0,0,0,0,1,0,-1358,79,-26,-2,0,0,0,5,-1,-1324,-1490,-36,-2,1,0,0,4,-3,0,0,0,0,0,0,0,1,1,885.065,564.037,1095.035,253.259,0,
LA1_1711543693,29.5,Sett,Kayn,Anivia,Caitlyn,Nami,0,2,1,1,1,Shen,Rengar,Diana,Tristana,Alistar,2,2,0,1,0,830,38,-16,2,0,0,0,-15,0,1962,115,-18,3,-1,0,0,-31,-2,208,-1295,-12,-1,0,0,0,-50,-3,1,0,0,0,0,0,1,0,1,909.59,381.398,933.012,177.637,1,
LA1_1711544226,34.7,Singed,Rammus,Aphelios,MissFortune,Veigar,2,0,1,2,0,Kennen,Evelynn,Ziggs,Kaisa,Nami,0,0,3,1,1,185,-22,7,0,0,0,0,-2,2,-362,-1405,-12,-1,0,0,0,1,2,-295,-2452,6,-4,1,0,0,0,3,0,0,0,0,0,0,0,1,1,948.771,694.013,1018.841,277.374,1,
LA1_1711555008,27.233333333333334,Teemo,MasterYi,Viktor,MissFortune,Nautilus,1,1,1,2,0,Ryze,Amumu,Veigar,Jhin,Leona,2,0,2,1,0,2059,1265,4,5,0,0,0,-1,1,1866,1425,25,4,0,0,0,-1,-1,1516,1212,19,3,-1,0,0,7,-5,1,1,0,0,0,1,1,0,1,958.936,650.939,1000.384,111.815,0,
LA1_1711561094,27.183333333333334,Riven,Jax,Jayce,Vayne,Lux,0,3,1,1,0,Mordekaiser,Warwick,Ahri,Ezreal,Mel,0,2,2,1,0,-279,214,-4,0,0,0,0,-79,0,-457,196,-23,-1,-1,0,0,-191,-3,-1736,2205,1,-4,-1,0,0,-288,-1,0,0,0,0,0,1,1,0,1,852.268,531.338,1089.874,52.006,1,
LA1_1711561099,25.466666666666665,Sett,Amumu,Viktor,Tristana,Seraphine,1,1,1,1,1,Illaoi,Shaco,Yasuo,Xayah,Rakan,0,3,0,1,1,-108,-153,-13,0,0,0,0,-9,5,84,54,-33,2,-1,0,0,-24,8,-683,-346,-41,1,-2,0,0,-38,15,0,0,0,0,0,1,0,0,1,906.576,372.722,924.05,163.548,0,
